  380,   -3.90984,   -4.11396,   -4.00788
  385,   -3.61480,   -3.81596,   -3.71216
  390,   -3.31095,   -3.50687,   -3.40396
  395,   -3.02732,   -3.21710,   -3.11803
  400,   -2.77147,   -2.95570,   -2.85559
  405,   -2.55387,   -2.72987,   -2.63377
  410,   -2.35744,   -2.52161,   -2.43311
  415,   -2.16087,   -2.31210,   -2.23206
  420,   -1.99637,   -2.12987,   -2.06869
  425,   -1.89531,   -2.00212,   -1.97757
  430,   -1.82810,   -1.90507,   -1.92988
  435,   -1.76702,   -1.81013,   -1.89782
  440,   -1.71715,   -1.72773,   -1.88776
  445,   -1.68554,   -1.66232,   -1.90097
  450,   -1.66024,   -1.60323,   -1.92855
  455,   -1.62991,   -1.54253,   -1.95838
  460,   -1.58083,   -1.47179,   -1.98521
  465,   -1.50042,   -1.38356,   -2.00449
  470,   -1.39875,   -1.29200,   -2.04956
  475,   -1.29295,   -1.20833,   -2.12222
  480,   -1.18757,   -1.13026,   -2.21787
  485,   -1.08708,   -1.05536,   -2.32817
  490,   -0.98625,   -0.97966,   -2.44616
  495,   -0.88198,   -0.89673,   -2.56341
  500,   -0.77600,   -0.80829,   -2.67416
  505,   -0.67005,   -0.71758,   -2.78263
  510,   -0.56935,   -0.63185,   -2.90758
  515,   -0.47987,   -0.55775,   -3.05822
  520,   -0.40561,   -0.49897,   -3.21222
  525,   -0.34952,   -0.45856,   -3.34642
  530,   -0.30741,   -0.43267,   -3.47972
  535,   -0.27463,   -0.41604,   -3.62871
  540,   -0.24958,   -0.40774,   -3.79443
  545,   -0.23059,   -0.40676,   -3.97212
  550,   -0.21625,   -0.41215,   -4.15276
  555,   -0.20558,   -0.42347,   -4.32867
  560,   -0.19862,   -0.44130,   -4.48899
  565,   -0.19575,   -0.46655,   -4.63073
  570,   -0.19686,   -0.49974,   -4.73899
  575,   -0.20195,   -0.54150,   -4.80177
  580,   -0.21140,   -0.59287,   -4.83951
  585,   -0.22560,   -0.65490,   -4.90747
  590,   -0.24427,   -0.72779,   -5.00477
  595,   -0.26725,   -0.81145,   -5.04804
  600,   -0.29555,   -0.90440,   -5.13941
  605,   -0.32935,   -1.00840,   -5.25459
  610,   -0.36944,   -1.12007,   -5.46406
  615,   -0.41571,   -1.23851,   -5.59371
  620,   -0.47137,   -1.36442,   -5.68816
  625,   -0.53932,   -1.49957,   -5.90105
  630,   -0.61599,   -1.64056,   -6.10650
  635,   -0.69759,   -1.78577,   -6.25787
  640,   -0.78674,   -1.93588,   -6.38739
  645,   -0.88600,   -2.09161,   -6.53987
  650,   -0.99423,   -2.24737,   -6.71187
  655,   -1.10970,   -2.40114,   -6.86810
  660,   -1.23506,   -2.55355,   -7.02060
  665,   -1.37251,   -2.71827,   -7.18527
  670,   -1.51310,   -2.88096,   -7.34813
  675,   -1.64736,   -3.03194,   -7.49929
  680,   -1.78665,   -3.18330,   -7.65058
  685,   -1.94229,   -3.34646,   -7.81361
  690,   -2.10231,   -3.51059,   -7.97794
  695,   -2.25515,   -3.66756,   -8.13486
  700,   -2.40345,   -3.81748,   -8.28501
  705,   -2.54974,   -3.96287,   -8.43030
  710,   -2.69623,   -4.10656,   -8.57387
  715,   -2.84583,   -4.25204,   -8.71937
  720,   -2.99699,   -4.39794,   -8.86525
  725,   -3.14786,   -4.54248,   -9.00976
  730,   -3.30144,   -4.68916,   -9.15631
  735,   -3.46032,   -4.84060,   -9.30781
  740,   -3.62151,   -4.99398,   -9.46127
  745,   -3.78208,   -5.14655,   -9.61379
  750,   -3.93956,   -5.29555,   -9.76284
  755,   -4.09163,   -5.43907,   -9.90623
  760,   -4.24134,   -5.58000,  -10.04699
  765,   -4.39206,   -5.72142,  -10.18856
  770,   -4.54319,   -5.86336,  -10.33040
  775,   -4.69420,   -6.00508,  -10.47198
  780,   -4.84542,   -6.14674,  -10.61374
  785,   -4.99700,   -6.28878,  -10.75578
  790,   -5.14905,   -6.43138,  -10.89832
  795,   -5.30167,   -6.57451,  -11.04145
  800,   -5.45454,   -6.71804,  -11.18486
  805,   -5.60732,   -6.86140,  -11.32828
  810,   -5.76007,   -7.00485,  -11.47169
  815,   -5.91228,   -7.14799,  -11.61465
  820,   -6.06558,   -7.29204,  -11.75885
  825,   -6.22236,   -7.43988,  -11.90671
