350,0,0,0
351,0,0,0
352,0,0,0
353.01,0,0,0
354.01,0,0,0
355.01,0,0,0
356.01,0,0,0
357.02,0,0,0
358.02,0,0,0
359.02,0,0,0
360.02,0,0,0
361.02,0,0,0
362.03,0,0,0
363.03,0,0,0
364.03,0,0,0
365.03,0,0,0
366.04,0,0,0
367.04,0,0,0
368.04,0,0,0
369.04,0,0,0
370.04,0,0,0
371.05,0,0,0
372.05,0,0,0
373.05,0,0,0
374.05,0,0,0
375.06,0,0,0
376.06,0,0,0
377.06,0,0,0
378.06,0,0,0
379.06,0,0,0
380.07,3.8716e-05,5.5982e-05,5.1134e-05
381.07,3.4871e-05,5.6756e-05,5.5585e-05
382.07,3.5129e-05,4.8925e-05,5.2809e-05
383.07,2.2333e-05,4.058e-05,5.0093e-05
384.08,1.695e-05,3.2205e-05,5.364e-05
385.08,5.4653e-06,1.7047e-05,4.5787e-05
386.08,-6.4523e-06,5.3484e-06,3.61e-05
387.08,-1.0249e-05,-1.8768e-06,3.7297e-05
388.08,-2.5083e-06,2.6176e-07,3.5104e-05
389.09,-8.8226e-07,5.8938e-06,3.5488e-05
390.09,7.5477e-06,1.2696e-05,3.6569e-05
391.09,5.1654e-06,1.4457e-05,4.422e-05
392.09,6.5232e-06,1.6252e-05,4.6138e-05
393.1,9.2762e-06,2.1971e-05,4.7617e-05
394.1,9.915e-06,2.2117e-05,4.7528e-05
395.1,7.9035e-06,2.3603e-05,5.226e-05
396.1,1.1233e-05,1.994e-05,4.7829e-05
397.1,1.1019e-05,2.2114e-05,5.0805e-05
398.11,1.1768e-05,2.2765e-05,4.9767e-05
399.11,1.1745e-05,2.308e-05,5.2794e-05
400.11,1.7319e-05,2.6882e-05,5.4246e-05
401.11,2.7504e-05,4.1931e-05,5.9098e-05
402.12,6.8434e-05,9.3027e-05,5.7319e-05
403.12,0.00033624,0.00040231,6.1468e-05
404.12,0.00055936,0.0006607,6.1294e-05
405.12,0.00050391,0.00060913,5.7201e-05
406.12,0.00013667,0.00017037,6.1476e-05
407.13,5.0811e-05,7.4686e-05,6.6558e-05
408.13,5.281e-05,7.2759e-05,7.0115e-05
409.13,3.1322e-05,4.6388e-05,7.4984e-05
410.13,2.3107e-05,3.656e-05,7.6728e-05
411.14,2.7016e-05,4.3477e-05,8.0745e-05
412.14,2.938e-05,4.6348e-05,8.7864e-05
413.14,3.1861e-05,4.4928e-05,8.7776e-05
414.14,3.2235e-05,5.0216e-05,0.00010097
415.14,3.5247e-05,5.1625e-05,0.00011089
416.15,3.8078e-05,5.5377e-05,0.00011877
417.15,3.7943e-05,6.0031e-05,0.00013526
418.15,4.1921e-05,6.3224e-05,0.0001639
419.15,4.6321e-05,6.4703e-05,0.00019751
420.16,4.8804e-05,7.3604e-05,0.00022688
421.16,5.019e-05,7.8263e-05,0.00027315
422.16,6.0491e-05,9.0148e-05,0.00033
423.16,6.5009e-05,9.8006e-05,0.00040752
424.16,7.5648e-05,0.00011465,0.00049204
425.17,8.1957e-05,0.0001293,0.00059416
426.17,8.9645e-05,0.00014263,0.00073519
427.17,0.00010549,0.00016073,0.00087913
428.17,0.00011146,0.0001799,0.0010729
429.18,0.00012369,0.00019992,0.001274
430.18,0.00013851,0.00022885,0.0015235
431.18,0.00015747,0.00026575,0.001812
432.18,0.00018771,0.00031261,0.0021369
433.18,0.00024606,0.00042192,0.0025279
434.19,0.00064369,0.001005,0.0030288
435.19,0.001716,0.0025837,0.0035922
436.19,0.0021681,0.0032709,0.0041938
437.19,0.001226,0.0019427,0.0050007
438.2,0.00031638,0.00064528,0.0059528
439.2,0.00025855,0.00057719,0.0071213
440.2,0.00027023,0.00064351,0.0082654
441.2,0.00028533,0.00071797,0.0094963
