350,0,0,0
351,0,0,0
352,0,0,0
353.01,0,0,0
354.01,0,0,0
355.01,0,0,0
356.01,0,0,0
357.02,0,0,0
358.02,0,0,0
359.02,0,0,0
360.02,0,0,0
361.02,0,0,0
362.03,0,0,0
363.03,0,0,0
364.03,0,0,0
365.03,0,0,0
366.04,0,0,0
367.04,0,0,0
368.04,0,0,0
369.04,0,0,0
370.04,0,0,0
371.05,0,0,0
372.05,0,0,0
373.05,0,0,0
374.05,0,0,0
375.06,0,0,0
376.06,0,0,0
377.06,0,0,0
378.06,0,0,0
379.06,0,0,0
380.07,0,0,0
381.07,0,0,0
382.07,0,0,0
383.07,0,0,0
384.08,0,0,0
385.08,0,0,0
386.08,0,0,0
387.08,0,0,0
388.08,0,0,0
389.09,1.9276e-06,2.6701e-07,1.4382e-05
390.09,9.0107e-05,1.4041e-05,0.00071335
391.09,6.9231e-05,1.6095e-05,0.00076169
392.09,5.2177e-05,1.8307e-05,0.0008129
393.1,7.2035e-05,2.1258e-05,0.0008581
394.1,8.7911e-05,2.4324e-05,0.00090468
395.1,5.8856e-05,3.0399e-05,0.00097143
396.1,3.5024e-05,3.5494e-05,0.001037
397.1,3.4553e-05,2.8998e-05,0.0011009
398.11,3.3975e-05,2.3986e-05,0.0011656
399.11,3.183e-05,3.6243e-05,0.0012417
400.11,3.0492e-05,4.5846e-05,0.0013187
401.11,5.1026e-05,3.5406e-05,0.0014133
402.12,6.6722e-05,2.7292e-05,0.0015076
403.12,3.9897e-05,3.5061e-05,0.0016087
404.12,1.902e-05,4.2258e-05,0.0017128
405.12,2.8494e-05,5.0307e-05,0.0018625
406.12,3.7003e-05,5.8352e-05,0.0020094
407.13,4.3927e-05,6.6965e-05,0.0021538
408.13,5.1112e-05,7.4115e-05,0.0023002
409.13,6.0621e-05,7.0176e-05,0.0024667
410.13,6.8158e-05,6.759e-05,0.0026354
411.14,5.6792e-05,8.1899e-05,0.0028399
412.14,4.8331e-05,9.3323e-05,0.0030433
413.14,5.3221e-05,9.5364e-05,0.003254
414.14,5.7619e-05,9.815e-05,0.0034698
415.14,6.1676e-05,0.00011122,0.0037393
416.15,6.5697e-05,0.00012266,0.0040041
417.15,6.9223e-05,0.00012896,0.0042556
418.15,7.3846e-05,0.00013564,0.0045136
419.15,9.6024e-05,0.00014423,0.0048225
420.16,0.0001122,0.00015104,0.0051313
421.16,9.9265e-05,0.00014998,0.0054655
422.16,9.0486e-05,0.00014962,0.0057977
423.16,0.00010441,0.0001595,0.0061252
424.16,0.00011354,0.0001698,0.0064604
425.17,9.4009e-05,0.00019638,0.0068545
426.17,8.1052e-05,0.00021625,0.0072318
427.17,0.00010043,0.00021458,0.0075255
428.17,0.00011773,0.00021446,0.0078254
429.18,0.00013506,0.00023591,0.0081358
430.18,0.00014765,0.00025206,0.0084419
431.18,0.00012994,0.00025531,0.0087291
432.18,0.00011856,0.00025968,0.0090098
433.18,0.0001338,0.00027199,0.0092406
434.19,0.00014875,0.00028407,0.00948
435.19,0.00017474,0.00029975,0.0097571
436.19,0.00019263,0.00031396,0.010026
437.19,0.00017223,0.00032226,0.010267
438.2,0.00015904,0.00033148,0.010501
439.2,0.0001672,0.00034472,0.010697
440.2,0.0001739,0.00035781,0.010903
441.2,0.00017819,0.00037172,0.011153
442.2,0.00018134,0.00038587,0.01139
443.21,0.00017921,0.00040167,0.011588
444.21,0.00017825,0.00041652,0.011773
445.21,0.00018433,0.00042756,0.011891
446.21,0.00018905,0.00043912,0.012003
447.22,0.00019121,0.00045233,0.012074
448.22,0.00019414,0.00046334,0.012126
449.22,0.00020202,0.00046716,0.012118
450.22,0.00020564,0.00047278,0.012104
451.22,0.00018364,0.00048952,0.012017
