350,0,0,0
351,0,0,0
352,0,0,0
353.01,0,0,0
354.01,0,0,0
355.01,0,0,0
356.01,0,0,0
357.02,0,0,0
358.02,0,0,0
359.02,0,0,0
360.02,0,0,0
361.02,0,0,0
362.03,0,0,0
363.03,0,0,0
364.03,0,0,0
365.03,0,0,0
366.04,0,0,0
367.04,0,0,0
368.04,0,0,0
369.04,0,0,0
370.04,0,0,0
371.05,0,0,0
372.05,0,0,0
373.05,0,0,0
374.05,0,0,0
375.06,0,0,0
376.06,0,0,0
377.06,0,0,0
378.06,0,0,0
379.06,6.5331e-09,4.3261e-09,4.5107e-08
380.07,1.0332e-05,9.0989e-06,7.1346e-05
381.07,8.7353e-06,1.4151e-05,6.973e-05
382.07,1.5001e-05,1.9742e-05,7.2217e-05
383.07,1.5051e-05,3.4151e-05,6.71e-05
384.08,3.1429e-06,1.5133e-05,6.6666e-05
385.08,1.157e-05,2.3045e-06,5.6758e-05
386.08,2.0093e-05,2.2051e-05,5.1919e-05
387.08,1.9875e-05,9.1548e-06,5.9367e-05
388.08,2.6833e-06,1.0411e-06,5.0409e-05
389.09,-3.5332e-06,2.2735e-05,5.3639e-05
390.09,8.4043e-07,4.3809e-06,5.299e-05
391.09,6.6436e-06,1.6917e-05,6.0651e-05
392.09,1.1845e-05,1.7963e-05,6.8588e-05
393.1,1.0154e-05,2.0412e-05,6.718e-05
394.1,7.0709e-06,6.0437e-06,6.8534e-05
395.1,5.8916e-06,1.636e-05,6.4664e-05
396.1,2.4267e-06,1.5537e-05,6.8403e-05
397.1,1.0847e-05,1.5574e-05,6.9501e-05
398.11,9.6881e-06,-4.8572e-07,7.1846e-05
399.11,1.3796e-05,1.2655e-05,7.5576e-05
400.11,5.9924e-06,1.476e-05,7.8669e-05
401.11,4.7127e-06,1.5941e-05,8.0129e-05
402.12,1.4611e-05,1.2753e-05,8.4092e-05
403.12,1.6919e-05,2.0338e-05,0.00015408
404.12,3.6676e-05,1.6525e-05,0.00023881
405.12,2.9206e-05,1.6564e-05,0.00024925
406.12,2.1465e-05,9.7068e-06,0.00015361
407.13,1.4405e-05,6.1442e-06,0.00014582
408.13,1.7838e-05,1.1842e-05,0.00017018
409.13,1.5622e-05,1.8081e-05,0.00018873
410.13,1.0933e-05,1.5596e-05,0.00021134
411.14,1.8095e-05,2.1951e-05,0.00024099
412.14,2.2628e-05,1.8538e-05,0.00028425
413.14,2.9358e-05,1.3227e-05,0.00033196
414.14,3.4796e-05,1.5843e-05,0.00040866
415.14,3.3967e-05,9.2121e-06,0.00049203
416.15,4.253e-05,1.8063e-05,0.00060652
417.15,5.0395e-05,2.0173e-05,0.00074755
418.15,5.6673e-05,1.5802e-05,0.00090435
419.15,6.7652e-05,1.4537e-05,0.0010835
420.16,7.3729e-05,1.7451e-05,0.001288
421.16,7.609e-05,1.672e-05,0.0015448
422.16,8.8259e-05,2.107e-05,0.0018244
423.16,8.915e-05,1.6099e-05,0.0021101
424.16,8.9798e-05,1.9271e-05,0.0024582
425.17,9.9002e-05,2.3026e-05,0.0027911
426.17,0.00010547,3.291e-05,0.0031269
427.17,0.00010167,2.6595e-05,0.0034862
428.17,0.00010065,2.1052e-05,0.0038622
429.18,0.00010237,2.045e-05,0.004205
430.18,0.00010943,2.5955e-05,0.0044573
431.18,0.00011227,2.8413e-05,0.0051234
432.18,0.00010708,3.0039e-05,0.0055823
433.18,0.00010856,3.0258e-05,0.0065388
434.19,0.00015417,3.7831e-05,0.010179
435.19,0.00033019,6.237e-05,0.024059
436.19,0.00038606,7.8157e-05,0.029057
437.19,0.00026835,6.2175e-05,0.020633
438.2,0.00010887,3.8775e-05,0.0092465
439.2,9.5645e-05,3.4403e-05,0.0087827
